robot,corridor_id,rollout_mode,solve_index,horizon_step,global_step,tracking_cost,control_cost,smoothness_cost,risk_cost,topology_cost,corridor_cost,manifold_cost,safety_violation_cost,constraint_violation_cost,handover_cost,step_total_cost,cumulative_total_cost,phase,task_state,state_transition,task_cost,task_optimization_cost,risk_weight,tracking_weight,smoothness_weight,task_weight,feasibility_status,step,ref_x,ref_y,ref_z,pred_x,pred_y,pred_z,tracking_error,control_norm,control_delta,risk,risk_value,risk_query_valid,risk_query_source,safety_violation,risk_threshold,risk_sanity_status,horizon,dt,risk_exceeded,constraint_violation,topology_class,distance_to_corridor,corridor_violation,corridor_constraint_status,distance_to_manifold,manifold_clearance,minimum_clearance,clearance_threshold,actual_clearance,progress,boundary_distance,manifold_violation,manifold_constraint_status,manifold_constraint_mode,risk_constraint_violation,soft_constraint_used,minor_violation,major_violation,clearance_constraint_violation,nearest_critical_point,critical_point_target,critical_point_distance,critical_sequence_state,topology_sequence_valid,critical_point_status,current_topology_stage,corridor_override,manifold_override,critical_point_constraint_status,topology_class_constraint_status,topology_consistency_cost,step_cost
arm,arm_c0001,rolling_window,47,0,47,0.14107174516758536,0.011663999999999999,1.1603146575106785e-08,1.7289246805202219,0.0,0.0,0.05437553482811602,0.0,13.308435521313621,0.006494425414890947,136.8954019846718,7914.614331802506,approach,approach,handover->approach,0.006494425414890947,0.006494425414890947,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,48,0,48,0.14106317301210156,0.011663999999999978,1.094701853631795e-08,1.730844488147782,0.0,0.0,0.05417064989100869,0.0,13.307552910911934,0.006501422097716453,136.8879881060924,8051.502319908598,approach,approach,handover->approach,0.006501422097716453,0.006501422097716453,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,49,0,49,0.14105508682575452,0.011663999999999994,1.0327998298359485e-08,1.7327111966433408,0.0,0.0,0.05396309520662284,0.0,13.306720344424205,0.0065084571689744365,136.88095295349555,8188.383272862094,approach,approach,handover->approach,0.0065084571689744365,0.0065084571689744365,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,50,0,50,0.14104745901627028,0.011663999999999985,9.743963968495213e-09,1.7345262262191152,0.0,0.0,0.053752969879618306,0.0,13.305934978142131,0.006515515953111291,136.8742715802832,8325.257544442376,approach,approach,handover->approach,0.006515515953111291,0.006515515953111291,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,51,0,51,0.14104026357341126,0.01166399999999999,9.192923573851964e-09,1.7362909595441094,0.0,0.0,0.05354037305390568,0.0,13.30519413206487,0.006522584963547708,136.86792061370622,8462.125465056082,approach,approach,handover->approach,0.006522584963547708,0.006522584963547708,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,52,0,52,0.14103347597369592,0.011663999999999999,8.67300459334389e-09,1.738006743093865,0.0,0.0,0.053325403397828375,0.0,13.304495279860927,0.006529651825346079,136.86187815151547,8598.987343207598,approach,approach,handover->approach,0.006529651825346079,0.006529651825346079,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,53,0,53,0.1410270730921124,0.011663999999999994,8.182444970415242e-09,1.7396748883770474,0.0,1.925929944387236e-34,0.05310815867952567,0.0,13.303836039612285,0.006536705202505888,136.85612366713042,8735.843466874729,approach,approach,handover->approach,0.006536705202505888,0.006536705202505888,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,54,0,54,0.1410210331199959,0.011663999999999999,7.719585279051523e-09,1.7412966730571253,0.0,0.0,0.05288873541945708,0.0,13.30321416523816,0.006543734729622236,136.85063792220217,8872.69410479693,approach,approach,handover->approach,0.006543734729622236,0.006543734729622236,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,55,0,55,0.14101533548839734,0.01166399999999999,7.2828618001152796e-09,1.7428733419846747,0.0,0.0,0.05266722860884387,0.0,13.302627538517445,0.006550730947657875,136.84540288567558,9009.539507682606,approach,approach,handover->approach,0.006550730947657875,0.006550730947657875,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,56,0,56,0.14100996079640266,0.011663999999999999,6.8708003269373955e-09,1.7444061081534616,0.0,1.925929944387236e-34,0.05244373148432615,0.0,13.30207416164475,0.006557685243592316,136.84040165862476,9146.37990934123,approach,approach,handover->approach,0.006557685243592316,0.006557685243592316,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,57,0,57,0.1410048907439492,0.011663999999999997,6.482010564207832e-09,1.7458961535914548,0.0,0.0,0.05221833535046944,0.0,13.301552150267298,0.006564589793724982,136.8356184042701,9283.2155277455,approach,approach,handover->approach,0.006564589793724982,0.006564589793724982,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,58,0,58,0.14100010806876398,0.01166399999999999,6.115181018034135e-09,1.7473446301961904,0.0,0.0,0.051991129442913335,0.0,13.301059726958895,0.006571437510421586,136.83103828268386,9420.046566028184,approach,approach,handover->approach,0.006571437510421586,0.006571437510421586,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,59,0,59,0.14099559648709828,0.011663999999999999,5.769074298942353e-09,1.7487526605224433,0.0,0.0,0.051762200825956645,0.0,13.300595215094168,0.006578221992104494,136.82664738976675,9556.873213417952,approach,approach,handover->approach,0.006578221992104494,0.006578221992104494,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,60,0,60,0.14099134063797997,0.011663999999999997,5.442522778791906e-09,1.7501213385289227,0.0,0.0,0.05153163431924185,0.0,13.300157033091725,0.00658493747629925,136.8224327001408,9693.695646118093,approach,approach,handover->approach,0.00658493747629925,0.00658493747629925,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,61,0,61,0.14098732603073594,0.011663999999999997,5.134424554761716e-09,1.7514517302896069,0.0,0.0,0.0512995124489512,0.0,13.299743688999015,0.006591578795559479,136.8183820136497,9830.514028131742,approach,approach,handover->approach,0.006591578795559479,0.006591578795559479,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,62,0,62,0.14098353899556704,0.011663999999999994,4.843739684532524e-09,1.752744874674472,0.0,0.0,0.051065915419575406,0.0,13.299353775394925,0.006598141336102914,136.81448390519557,9967.328512036936,approach,approach,handover->approach,0.006598141336102914,0.006598141336102914,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,63,0,63,0.1409799666369762,0.011663999999999999,4.569486663573285e-09,1.7540017840035613,0.0,0.0,0.05083092110287603,0.0,13.298985964588837,0.00660462099900009,136.81072767767245,10104.139239714608,approach,approach,handover->approach,0.00660462099900009,0.00660462099900009,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,64,0,64,0.1409765967898728,0.011663999999999999,4.310739120957921e-09,1.7552234446777124,0.0,0.0,0.05059460504114652,0.0,13.298639004096922,0.0066110141637666445,136.80710331778013,10240.946343032389,approach,approach,handover->approach,0.0066110141637666445,0.0066110141637666445,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,65,0,65,0.1409734179781864,0.011663999999999997,4.0666227149055306e-09,1.7564108177886948,0.0,0.0,0.05035704046229354,0.0,13.298311712378382,0.006617317654218292,136.80360145452636,10377.749944486915,approach,approach,handover->approach,0.006617317654218292,0.006617317654218292,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,66,0,66,0.14097041937584273,0.011663999999999999,3.8363122112811155e-09,1.757564839711061,0.0,0.0,0.05011829830462042,0.0,13.298002974815518,0.006623528706455528,136.8002133202373,10514.550157807153,approach,approach,handover->approach,0.006623528706455528,0.006623528706455528,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,67,0,67,0.14096759076995777,0.011663999999999987,3.619028731890371e-09,1.758686422677596,0.0,0.0,0.049878447249504645,0.0,13.297711739923193,0.006629644938853012,136.7969307139181,10651.34708852107,approach,approach,handover->approach,0.006629644938853012,0.006629644938853012,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,68,0,68,0.1409649225261236,0.011663999999999997,3.414037160273855e-09,1.759776455339956,0.0,0.0,0.049637553760428374,0.0,13.297437015773811,0.006635664323934964,136.79374596681114,10788.140834487882,approach,approach,handover->approach,0.006635664323934964,0.006635664323934964,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,69,0,69,0.14096240555566186,0.011663999999999987,3.2206436943135453e-09,1.760835803315766,0.0,1.925929944387236e-34,0.049395682127051074,0.0,13.29717786662548,0.006641585162025549,136.79065191001752,10924.9314863979,approach,approach,handover->approach,0.006641585162025549,0.006641585162025549,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,70,0,70,0.14096003128473342,0.011663999999999987,3.0381935372506943e-09,1.7618653097232597,0.0,0.0,0.049152894513210796,0.0,13.29693340974132,0.006647406056568742,136.7876418440527,11061.719128241952,approach,approach,handover->approach,0.006647406056568742,0.006647406056568742,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,71,0,71,0.14095779162519662,0.011663999999999997,2.8660687172428845e-09,1.7628657957043212,0.0,0.0,0.048909251007911735,0.0,13.296702812389057,0.006653125891018829,136.78470951021788,11198.503837752169,approach,approach,handover->approach,0.006653125891018829,0.006653125891018829,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,72,0,72,0.0977433706260094,0.01166399999999999,0.00877672782232945,1.7598265563862998,0.0,0.0,0.051502307955240655,0.0,9.46337272700014,0.006663644791434695,98.43043055682249,11296.93426830899,approach,approach,handover->approach,0.006663644791434695,0.006663644791434695,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,73,0,73,0.0948595855962022,0.011663999999999999,3.1376013796142457e-06,1.7574141324314299,0.0,0.0,0.05376930541349775,0.0,9.110700040839006,0.0066742040252149365,94.91741392206853,11391.85168223106,approach,approach,handover->approach,0.0066742040252149365,0.0066742040252149365,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,74,0,74,0.09262894214146764,0.011663999999999994,3.2285914162129797e-06,1.7556140108787206,0.0,0.0,0.05568544484133319,0.0,8.83235803887855,0.0066847534438752776,92.14770555152803,11483.999387782587,approach,approach,handover->approach,0.0066847534438752776,0.0066847534438752776,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,75,0,75,0.0909322260635413,0.011663999999999999,3.044404101134729e-06,1.7543770395648264,0.0,0.0,0.05725340433807178,0.0,8.617162144448113,0.006695246930950293,90.00752388788479,11574.006911670473,approach,approach,handover->approach,0.006695246930950293,0.006695246930950293,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,76,0,76,0.08965858488213758,0.011663999999999999,2.684075623166071e-06,1.753633101725312,0.0,0.0,0.058496711843959756,0.0,8.45353923826084,0.00670564441846897,88.38113589468776,11662.38804756516,approach,approach,handover->approach,0.00670564441846897,0.00670564441846897,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,77,0,77,0.0887121826338465,0.011663999999999987,2.2477851110976034e-06,1.7533037433409457,0.0,0.0,0.059451891311891665,0.0,8.330752750497075,0.006715912651642346,87.16130401359753,11749.549351578758,approach,approach,handover->approach,0.006715912651642346,0.006715912651642346,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,78,0,78,0.08801427302958402,0.011663999999999987,1.8105736093897895e-06,1.7533115432130586,0.0,0.0,0.060161228082724824,0.0,8.239535110366567,0.006726025034126144,86.255557247489,11835.804908826247,approach,approach,handover->approach,0.006726025034126144,0.006726025034126144,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,79,0,79,0.08750246313155009,0.011663999999999999,1.416592684792039e-06,1.7535858484002462,0.0,0.0,0.06066721835542223,0.0,8.172279792257456,0.00673596094046731,85.58806570158023,11921.392974527827,approach,approach,handover->approach,0.00673596094046731,0.00673596094046731,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,80,0,80,0.08712859920324013,0.01166399999999999,1.0847983024707032e-06,1.7540655044871232,0.0,0.0,0.06100899911717414,0.0,8.122964703586746,0.006745704809631529,85.09884156089818,12006.491816088726,approach,approach,handover->approach,0.006745704809631529,0.006745704809631529,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,81,0,81,0.08685621787306284,0.01166399999999999,8.178324631405398e-07,1.7546995168613024,0.0,0.0,0.061220527324429,0.0,8.086944754696212,0.0067552452229472084,84.7416452224422,12091.233461311169,approach,approach,handover->approach,0.0067552452229472084,0.0067552452229472084,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,82,0,82,0.08665808626122043,0.011663999999999999,6.097081312243344e-07,1.755446494091299,0.0,0.0,0.06133003938468115,0.0,8.060704001430688,0.006764574073199426,84.48149785386728,12175.714959165036,approach,approach,handover->approach,0.006764574073199426,0.006764574073199426,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,83,0,83,0.08651406726403442,0.011663999999999997,4.5101505782639143e-07,1.756273499534829,0.0,0.0,0.061360304186683375,0.0,8.041617322408728,0.0067736858656578655,84.29229649431515,12260.007255659351,approach,approach,handover->approach,0.0067736858656578655,0.0067736858656578655,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,84,0,84,0.07849170925316333,0.011663999999999999,3.318929637216252e-07,1.7710460591749664,0.0,0.0,0.0681719843910906,0.0,8.02774401342257,0.009652331176791146,84.2460057226369,12344.253261381988,approach,approach,handover->approach,0.009652331176791146,0.009652331176791146,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,85,0,85,0.07255681293011645,0.011663999999999999,1.4647461659687357e-05,1.737870574976323,0.0,0.0,0.06960298952795936,0.0,7.255681293011645,0.011772360384383427,76.47828072354464,12420.731542105532,approach,approach,handover->approach,0.011772360384383427,0.011772360384383427,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,86,0,86,0.06685519660706958,0.011663999999999997,6.259272319258516e-34,1.7060550403677635,0.0,0.0,0.07104683913507064,0.0,6.685519660706953,0.014125669591975705,70.73283700687324,12491.464379112405,approach,approach,handover->approach,0.014125669591975705,0.014125669591975705,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,87,0,87,0.061386860284022654,0.011663999999999999,2.4074124304840452e-34,1.6759231061515032,0.0,0.0,0.07250261086515442,0.0,6.138686028402266,0.01671225879956798,65.22452576163008,12556.688904874036,approach,approach,handover->approach,0.01671225879956798,0.01671225879956798,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,88,0,88,0.05615180396097578,0.01166399999999999,6.841866127435655e-32,1.64770151757853,0.0,0.0,0.07396878209846423,0.0,5.615180396097575,0.01953212800716025,59.95373697357704,12616.642641847613,approach,approach,handover->approach,0.01953212800716025,0.01953212800716025,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,89,0,89,0.051150027637928884,0.011663999999999999,2.1474118879917677e-32,1.6215097488185646,0.0,0.0,0.07544265143831949,0.0,5.115002763792887,0.022585277214752526,54.92065868225291,12671.563300529866,approach,approach,handover->approach,0.022585277214752526,0.022585277214752526,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,90,0,90,0.04638153131488199,0.011663999999999999,2.8888949165808534e-34,1.5972265567569042,0.0,0.0,0.0769189419018593,0.0,4.6381531314882,0.025871706422344803,50.12501988022259,12721.688320410089,approach,approach,handover->approach,0.025871706422344803,0.025871706422344803,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,91,0,91,0.041846314991835096,0.011663999999999999,4.81482486096809e-35,1.5747699979633283,0.0,0.0,0.07838585820969111,0.0,4.18463149918351,0.02939141562993709,45.56655511651771,12767.254875526607,approach,approach,handover->approach,0.02939141562993709,0.02939141562993709,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,92,0,92,0.0375443786687882,0.011663999999999999,2.4074124304840452e-34,1.55404572843103,0.0,0.0,0.07981118901309736,0.0,3.7544378668788205,0.03314440483752936,41.24477245843888,12808.499647985045,approach,approach,handover->approach,0.03314440483752936,0.03314440483752936,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,93,0,93,0.03347572234574131,0.011663999999999999,1.925929944387236e-34,1.5349135856929514,0.0,0.0,0.08107491765168354,0.0,3.3475722345741312,0.03713067404512164,37.158219446941445,12845.657867431986,approach,approach,handover->approach,0.03713067404512164,0.03713067404512164,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,94,0,94,0.02964034602269442,0.011663999999999999,4.81482486096809e-35,1.5172015156623235,0.0,0.0,0.08158046977185111,0.0,2.9640346022694417,0.04135022325271392,33.30062064113323,12878.95848807312,approach,approach,handover->approach,0.04135022325271392,0.04135022325271392,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,95,0,95,0.026038249699647537,0.011663999999999999,0.0,1.5007184858369018,0.0,0.0,0.08037166579382984,0.0,2.6038249699647524,0.04580305246030619,29.662070386712507,12908.620558459832,approach,approach,handover->approach,0.04580305246030619,0.04580305246030619,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
arm,arm_c0001,rolling_window,96,0,96,0.022669433376600646,0.011663999999999999,9.629649721936181e-35,1.4852658008838902,0.0,0.0,0.07838995722093726,0.0,2.266943337660064,0.05048916166789847,26.251625547113406,12934.872184006945,approach,approach,handover->approach,0.05048916166789847,0.05048916166789847,1.8,1.0,0.0,1.0,feasible_with_soft_violation,,,,,,,,,,,,0.0,0,,0.0,,pass,10,0.1,,,left_bypass,,,,,,0.08,0.08,,0.0,,,,soft,,True,False,False,,,,,,,passed,1,False,False,,,0.0,
