robot,corridor_id,global_step,x,y,z,theta,joint_state,control_norm,tracking_error,risk_value,phase,task_state,state_transition,risk_weight,tracking_weight,smoothness_weight,task_weight,feasibility_status
arm,arm_c0001,26,0.24578532368783831,-0.014567931713814557,0.24300399805294082,,"[0.24578532368783831, -0.014567931713814557, 0.24300399805294082]",0.108,0.3760868682954106,1.6732175219546106,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,27,0.24626195193943295,-0.014521148684801735,0.24254255112246914,,"[0.24626195193943295, -0.014521148684801735, 0.24254255112246914]",0.10799999999999994,0.37604374207662555,1.6767005367366,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,28,0.24672560029356397,-0.014488479372341464,0.24210095841687254,,"[0.24672560029356397, -0.014488479372341464, 0.24210095841687254]",0.10799999999999998,0.3760061588209217,1.680075026476149,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,29,0.24717655959146573,-0.014468351019585001,0.2416745335545814,,"[0.24717655959146573, -0.014468351019585001, 0.2416745335545814]",0.108,0.3759709169532922,1.6833532711941936,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,30,0.24761508708542243,-0.014458739453888859,0.24126246289530265,,"[0.24761508708542243, -0.014458739453888859, 0.24126246289530265]",0.108,0.37593782446100227,1.6865384542186082,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,31,0.24804145361932145,-0.014457916098068242,0.24086401684473263,,"[0.24804145361932145, -0.014457916098068242, 0.24086401684473263]",0.108,0.3759067177673455,1.6896335793139872,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,32,0.2484559377651591,-0.014464406113420227,0.24047853609152356,,"[0.2484559377651591, -0.014464406113420227, 0.24047853609152356]",0.10799999999999997,0.3758774538579466,1.692641486718798,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,33,0.24885882250196745,-0.014476952078899761,0.24010542155360426,,"[0.24885882250196745, -0.014476952078899761, 0.24010542155360426]",0.108,0.37584990608539337,1.695564870443714,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,34,0.2492503926719855,-0.014494482798716393,0.23974412601459155,,"[0.2492503926719855, -0.014494482798716393, 0.23974412601459155]",0.10799999999999997,0.3758239610217101,1.6984062932502133,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,35,0.2496309330303244,-0.014516086528886482,0.23939414713538593,,"[0.2496309330303244, -0.014516086528886482, 0.23939414713538593]",0.108,0.3757995160831631,1.7011681996218657,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,36,0.2500007267497777,-0.01454098800726758,0.23905502159051392,,"[0.2500007267497777, -0.01454098800726758, 0.23905502159051392]",0.108,0.37577647772507455,1.703852927003151,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,37,0.25036005427626257,-0.014568528754426407,0.23872632012892442,,"[0.25036005427626257, -0.014568528754426407, 0.23872632012892442]",0.10799999999999998,0.37575476005804936,1.7064632414380738,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,38,0.25070919245563406,-0.014598150185248206,0.23840764339814433,,"[0.25070919245563406, -0.014598150185248206, 0.23840764339814433]",0.108,0.3757342837764495,1.7090017593161895,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,39,0.2510484138715221,-0.014629379134469548,0.23809861840150873,,"[0.2510484138715221, -0.014629379134469548, 0.23809861840150873]",0.10799999999999998,0.37571497531889386,1.7114704693677294,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,40,0.25137798634802827,-0.014661815454307323,0.2377988954825309,,"[0.25137798634802827, -0.014661815454307323, 0.2377988954825309]",0.10799999999999996,0.37569676620179615,1.7138712899929553,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,41,0.2516981725818017,-0.014695121390018627,0.23750814574983345,,"[0.2516981725818017, -0.014695121390018627, 0.23750814574983345]",0.108,0.3756795924825393,1.7162060746067245,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,42,0.2520092298760833,-0.01472901248044815,0.23722605887153575,,"[0.2520092298760833, -0.01472901248044815, 0.23722605887153575]",0.10799999999999994,0.3756633943203185,1.718476616275481,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,43,0.25231140995542867,-0.014763249766211097,0.23695234118043462,,"[0.25231140995542867, -0.014763249766211097, 0.23695234118043462]",0.10799999999999998,0.3756481156110801,1.7206846517489254,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,44,0.25260495884448164,-0.01479763311884735,0.2366867140413757,,"[0.25260495884448164, -0.01479763311884735, 0.2366867140413757]",0.10800000000000001,0.3756337036791416,1.722831864974196,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,45,0.25289011679773865,-0.014831995530712544,0.23642891244038874,,"[0.25289011679773865, -0.014831995530712544, 0.23642891244038874]",0.10799999999999996,0.3756201090126036,1.7249198901679277,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,46,0.25316711826998745,-0.01486619822811368,0.23617868376184384,,"[0.25316711826998745, -0.01486619822811368, 0.23617868376184384]",0.10799999999999998,0.3756072850329832,1.7269503145108378,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,47,0.2534361919192254,-0.014900126489750686,0.23593578672537086,,"[0.2534361919192254, -0.014900126489750686, 0.23593578672537086]",0.108,0.37559518789194485,1.7289246805202219,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,48,0.25369756063551197,-0.014933686069327354,0.23569999045880988,,"[0.25369756063551197, -0.014933686069327354, 0.23569999045880988]",0.1079999999999999,0.3755837762897934,1.730844488147782,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,49,0.2539514415904989,-0.014966800135624386,0.23547107368721001,,"[0.2539514415904989, -0.014966800135624386, 0.23547107368721001]",0.10799999999999997,0.37557301131172155,1.7327111966433408,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,50,0.25419804630339915,-0.01499940665571426,0.23524882402100916,,"[0.25419804630339915, -0.01499940665571426, 0.23524882402100916]",0.10799999999999993,0.37556285627877295,1.7345262262191152,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,51,0.2544375807199532,-0.01503145615762632,0.23503303732912945,,"[0.2544375807199532, -0.01503145615762632, 0.23503303732912945]",0.10799999999999996,0.3755532766112037,1.7362909595441094,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,52,0.25467024530159815,-0.0150629098178882,0.23482351718490047,,"[0.25467024530159815, -0.0150629098178882, 0.23482351718490047]",0.108,0.37554423970245626,1.738006743093865,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,53,0.2548962351225492,-0.015093737827189032,0.23462007437454818,,"[0.2548962351225492, -0.015093737827189032, 0.23462007437454818]",0.10799999999999997,0.3755357148023506,1.7396748883770474,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,54,0.25511573997292236,-0.015123917994113296,0.23442252645952838,,"[0.25511573997292236, -0.015123917994113296, 0.23442252645952838]",0.108,0.37552767290839684,1.7412966730571253,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,55,0.2553289444663562,-0.015153434552641086,0.23423069738527852,,"[0.2553289444663562, -0.015153434552641086, 0.23423069738527852]",0.10799999999999996,0.3755200866643452,1.7428733419846747,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,56,0.2555360281508666,-0.015182277144035274,0.2340444171300602,,"[0.2555360281508666, -0.015182277144035274, 0.2340444171300602]",0.108,0.37551293026526084,1.7444061081534616,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,57,0.25573716562188836,-0.015210439947956412,0.233863521388492,,"[0.25573716562188836, -0.015210439947956412, 0.233863521388492]",0.10799999999999998,0.3755061793685281,1.7458961535914548,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,58,0.25593252663664073,-0.015237920941261869,0.23368785128515995,,"[0.25593252663664073, -0.015237920941261869, 0.23368785128515995]",0.10799999999999996,0.3754998110102906,1.7473446301961904,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,59,0.2561222762291078,-0.015264721266043274,0.23351725311436217,,"[0.2561222762291078, -0.015264721266043274, 0.23351725311436217]",0.108,0.37549380352690015,1.7487526605224433,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,60,0.2563065748250458,-0.015290844691109943,0.23335157810261156,,"[0.2563065748250458, -0.015290844691109943, 0.23335157810261156]",0.10799999999999998,0.3754881364810078,1.7501213385289227,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,61,0.25648557835653685,-0.015316297153397971,0.23319068219100572,,"[0.25648557835653685, -0.015316297153397971, 0.23319068219100572]",0.10799999999999998,0.37548279059197365,1.7514517302896069,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,62,0.2566594383756932,-0.015341086367731764,0.23303442583498313,,"[0.2566594383756932, -0.015341086367731764, 0.23303442583498313]",0.10799999999999997,0.3754777476703074,1.752744874674472,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,63,0.25682830216719005,-0.015365221495030761,0.23288267381933864,,"[0.25682830216719005, -0.015365221495030761, 0.23288267381933864]",0.108,0.37547299055588035,1.7540017840035613,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,64,0.2569923128593646,-0.015388712860481905,0.2327352950866689,,"[0.2569923128593646, -0.015388712860481905, 0.2327352950866689]",0.108,0.3754685030596745,1.7552234446777124,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,65,0.2571516095336704,-0.015411571714420242,0.2325921625776755,,"[0.2571516095336704, -0.015411571714420242, 0.2325921625776755]",0.10799999999999998,0.37546426990885085,1.7564108177886948,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,66,0.2573063273323199,-0.01543381002970625,0.2324531530819724,,"[0.2573063273323199, -0.01543381002970625, 0.2324531530819724]",0.108,0.3754602766949424,1.757564839711061,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,67,0.25745659756398087,-0.01545544033028486,0.2323181470982292,,"[0.25745659756398087, -0.01545544033028486, 0.2323181470982292]",0.10799999999999994,0.3754565098249833,1.758686422677596,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,68,0.2576025478074271,-0.015476475546377268,0.23218702870264535,,"[0.2576025478074271, -0.015476475546377268, 0.23218702870264535]",0.10799999999999998,0.37545295647540666,1.759776455339956,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,69,0.25774430201306486,-0.015496928892413992,0.23205968542488237,,"[0.25774430201306486, -0.015496928892413992, 0.23205968542488237]",0.10799999999999994,0.37544960454854903,1.760835803315766,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,70,0.2578819806022815,-0.015516813764379028,0.23193600813070298,,"[0.2578819806022815, -0.015516813764379028, 0.23193600813070298]",0.10799999999999994,0.3754464426316135,1.7618653097232597,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,71,0.25801570056457745,-0.015536143653716538,0.23181589091066238,,"[0.25801570056457745, -0.015536143653716538, 0.23181589091066238]",0.10799999999999998,0.37544345995794975,1.7628657957043212,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,72,0.25879921720316185,-0.023091148723382485,0.23341967904104777,,"[0.25879921720316185, -0.023091148723382485, 0.23341967904104777]",0.10799999999999996,0.3126393619268204,1.7598265563862998,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,73,0.2599457602663489,-0.029684246176219578,0.23527977569937092,,"[0.2599457602663489, -0.029684246176219578, 0.23527977569937092]",0.108,0.30799283367669805,1.7574141324314299,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,74,0.26131028109739496,-0.0353435725693537,0.23724100882624455,,"[0.26131028109739496, -0.0353435725693537, 0.23724100882624455]",0.10799999999999997,0.3043500322678932,1.7556140108787206,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,75,0.2627761554466433,-0.040142126687210435,0.23918682714538092,,"[0.2627761554466433, -0.040142126687210435, 0.23918682714538092]",0.108,0.3015497074505981,1.7543770395648264,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,76,0.2642569682550387,-0.04417613147726444,0.24103772809795143,,"[0.2642569682550387, -0.04417613147726444, 0.24103772809795143]",0.108,0.2994304341280919,1.753633101725312,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,77,0.2656935701007537,-0.04754878126647098,0.24274535023874705,,"[0.2656935701007537, -0.04754878126647098, 0.24274535023874705]",0.10799999999999994,0.297845904175039,1.7533037433409457,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,78,0.2670489652947251,-0.05035977564876173,0.24428512458432397,,"[0.2670489652947251, -0.05035977564876173, 0.24428512458432397]",0.10799999999999994,0.2966719956948819,1.7533115432130586,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,79,0.2683028249518208,-0.052699632857886744,0.24564929870667407,,"[0.2683028249518208, -0.052699632857886744, 0.24564929870667407]",0.108,0.2958081525778999,1.7535858484002462,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,80,0.26944659782582847,-0.054647354575322604,0.24684117135288033,,"[0.26944659782582847, -0.054647354575322604, 0.24684117135288033]",0.10799999999999996,0.2951755396424984,1.7540655044871232,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,81,0.27047958801914984,-0.05627015082412848,0.24787073158332334,,"[0.27047958801914984, -0.05627015082412848, 0.24787073158332334]",0.10799999999999996,0.29471378975721996,1.7546995168613024,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,82,0.2714060192382966,-0.05762426908265706,0.24875156636453855,,"[0.2714060192382966, -0.05762426908265706, 0.24875156636453855]",0.108,0.2943774554228303,1.755446494091299,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,83,0.27223294682725474,-0.05875630618059981,0.24949878112588358,,"[0.27223294682725474, -0.05875630618059981, 0.24949878112588358]",0.10799999999999998,0.2941327374911443,1.756273499534829,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,84,0.2737831156323318,-0.07153449479888999,0.23796918342701712,,"[0.2737831156323318, -0.07153449479888999, 0.23796918342701712]",0.108,0.2801637186595783,1.7710460591749664,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,85,0.268666752790923,-0.08012826423280042,0.23389365178171756,,"[0.268666752790923, -0.08012826423280042, 0.23389365178171756]",0.108,0.2693637186595783,1.737870574976323,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,86,0.2635503899495142,-0.08872203366671085,0.229818120136418,,"[0.2635503899495142, -0.08872203366671085, 0.229818120136418]",0.10799999999999998,0.25856371865957833,1.7060550403677635,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,87,0.25843402710810537,-0.09731580310062127,0.22574258849111845,,"[0.25843402710810537, -0.09731580310062127, 0.22574258849111845]",0.108,0.24776371865957827,1.6759231061515032,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,88,0.2533176642666966,-0.1059095725345317,0.2216670568458189,,"[0.2533176642666966, -0.1059095725345317, 0.2216670568458189]",0.10799999999999996,0.2369637186595783,1.64770151757853,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,89,0.24820130142528782,-0.11450334196844214,0.21759152520051933,,"[0.24820130142528782, -0.11450334196844214, 0.21759152520051933]",0.108,0.2261637186595783,1.6215097488185646,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,90,0.24308493858387903,-0.12309711140235258,0.21351599355521977,,"[0.24308493858387903, -0.12309711140235258, 0.21351599355521977]",0.108,0.2153637186595783,1.5972265567569042,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,91,0.23796857574247024,-0.131690880836263,0.20944046190992022,,"[0.23796857574247024, -0.131690880836263, 0.20944046190992022]",0.108,0.2045637186595783,1.5747699979633283,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,92,0.23285221290106145,-0.14028465027017345,0.20536493026462066,,"[0.23285221290106145, -0.14028465027017345, 0.20536493026462066]",0.108,0.19376371865957828,1.55404572843103,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,93,0.22773585005965266,-0.1488784197040839,0.2012893986193211,,"[0.22773585005965266, -0.1488784197040839, 0.2012893986193211]",0.108,0.18296371865957828,1.5349135856929514,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,94,0.22261948721824387,-0.15747218913799432,0.19721386697402155,,"[0.22261948721824387, -0.15747218913799432, 0.19721386697402155]",0.108,0.17216371865957827,1.5172015156623235,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,95,0.21750312437683508,-0.16606595857190476,0.193138335328722,,"[0.21750312437683508, -0.16606595857190476, 0.193138335328722]",0.108,0.1613637186595783,1.5007184858369018,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,96,0.2123867615354263,-0.1746597280058152,0.18906280368342243,,"[0.2123867615354263, -0.1746597280058152, 0.18906280368342243]",0.108,0.1505637186595783,1.4852658008838902,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,97,0.2072703986940175,-0.18325349743972563,0.18498727203812287,,"[0.2072703986940175, -0.18325349743972563, 0.18498727203812287]",0.108,0.1397637186595783,1.4706464680196527,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,98,0.20215403585260872,-0.19184726687363607,0.18091174039282332,,"[0.20215403585260872, -0.19184726687363607, 0.18091174039282332]",0.108,0.12896371865957829,1.4566724716955552,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,99,0.19703767301119993,-0.2004410363075465,0.17683620874752376,,"[0.19703767301119993, -0.2004410363075465, 0.17683620874752376]",0.108,0.11816371865957827,1.4431699946297027,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,100,0.19192131016979114,-0.20903480574145694,0.1727606771022242,,"[0.19192131016979114, -0.20903480574145694, 0.1727606771022242]",0.108,0.10736371865957828,1.4299827567227852,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,101,0.18680494732838235,-0.21762857517536738,0.16868514545692465,,"[0.18680494732838235, -0.21762857517536738, 0.16868514545692465]",0.108,0.09656371865957827,1.4169737326422664,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,102,0.18168858448697356,-0.22622234460927781,0.1646096138116251,,"[0.18168858448697356, -0.22622234460927781, 0.1646096138116251]",0.108,0.08576371865957827,1.404025555676971,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,103,0.17657222164556477,-0.23481611404318825,0.16053408216632553,,"[0.17657222164556477, -0.23481611404318825, 0.16053408216632553]",0.108,0.07496371865957827,1.391039926207886,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,104,0.17145585880415598,-0.2434098834770987,0.15645855052102597,,"[0.17145585880415598, -0.2434098834770987, 0.15645855052102597]",0.108,0.06416371865957828,1.377936326126878,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,105,0.1663394959627472,-0.2520036529110091,0.15238301887572642,,"[0.1663394959627472, -0.2520036529110091, 0.15238301887572642]",0.10799999999999998,0.053363718659578264,1.3646503046360277,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,106,0.1612231331213384,-0.26059742234491956,0.14830748723042686,,"[0.1612231331213384, -0.26059742234491956, 0.14830748723042686]",0.108,0.04256371865957826,1.3511315544023612,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
arm,arm_c0001,107,0.1561067702799296,-0.26919119177883,0.1442319555851273,,"[0.1561067702799296, -0.26919119177883, 0.1442319555851273]",0.108,0.03176371865957826,1.337341947061611,approach,,,1.8,1.0,,1.0,feasible_with_soft_violation
